"cluster","dt_apex_ms","rt_apex_s","dt_apex_to_min_ms","dt_apex_to_max_ms","rt_apex_to_min_s","rt_apex_to_max_s","dt_min_ms","dt_max_ms","dt_length_ms","rt_min_s","rt_max_s","rt_length_s"
"Cluster20",9.77333333333333,461.265,0.0499999999999994,0.0533333333333346,2.10000000000001,5.24999999999999,9.72333333333333,9.82666666666667,0.103333333333333,459.165,466.515,7.35000000000002
"Cluster62",12.0933333333333,562.065,0.0666666666666664,0.0593333333333339,5.32350000000002,2.82450000000003,12.0266666666667,12.1526666666667,0.125999999999999,556.7415,564.8895,8.14800000000014
"Cluster2",8.72,199.605,0.0666666666666664,0.0533333333333328,10.5,11.1195,8.65333333333333,8.77333333333333,0.119999999999999,189.105,210.7245,21.6195
"Cluster40",10.92,821.1,0.0533333333333344,0.0653333333333348,1.65899999999995,2.18399999999996,10.8666666666667,10.9853333333333,0.11866666666667,819.441,823.284,3.84299999999996
"Cluster21",9.77333333333333,490.77,0.0399999999999991,0.0533333333333346,1.38599999999998,2.604,9.73333333333333,9.82666666666667,0.0933333333333337,489.384,493.374,3.98999999999995
"Cluster81",14.8733333333333,337.89,0.102666666666667,0.0913333333333337,6.32099999999999,2.18400000000001,14.7706666666667,14.9646666666667,0.194000000000001,331.569,340.074,8.505
"Cluster77",13.88,308.91,0.0626666666666663,0.0853333333333323,4.97699999999999,3.02399999999999,13.8173333333333,13.9653333333333,0.148,303.933,311.934,8.00099999999998
"Cluster85",16,974.82,0.0800000000000003,0.0740000000000017,6.64649999999995,4.032,15.92,16.074,0.154000000000002,968.1735,978.852,10.6785
"Cluster84",15.1466666666667,419.79,0.0666666666666664,0.0666666666666664,3.88499999999999,5.35500000000002,15.08,15.2133333333333,0.133333333333333,415.905,425.145,9.24000000000001
"Cluster26",10.1,164.01,0.0913333333333337,0.078,8.127,4.04250000000002,10.0086666666667,10.178,0.169333333333332,155.883,168.0525,12.1695
"Cluster33",10.56,170.835,0.0533333333333328,0.0666666666666664,9.66,11.067,10.5066666666667,10.6266666666667,0.119999999999999,161.175,181.902,20.727
"Cluster23",9.77333333333333,682.71,0.0533333333333328,0.0533333333333346,1.88999999999999,2.03700000000001,9.72,9.82666666666667,0.106666666666667,680.82,684.747,3.92700000000002
"Cluster51",11.2266666666667,312.69,0.0533333333333346,0.0533333333333346,7.76999999999998,4.9245,11.1733333333333,11.28,0.106666666666669,304.92,317.6145,12.6945
"Cluster24",9.78,172.935,0.0533333333333328,0.0533333333333346,9.807,9.96450000000001,9.72666666666667,9.83333333333334,0.106666666666667,163.128,182.8995,19.7715
"Cluster42",10.9533333333333,802.515,0.106666666666667,0.117999999999999,2.78249999999995,0.840000000000015,10.8466666666667,11.0713333333333,0.224666666666666,799.7325,803.355,3.62249999999995
"Cluster5",9.13333333333333,313.635,0.0753333333333333,0.0886666666666658,6.75149999999997,4.21050000000002,9.058,9.222,0.164,306.8835,317.8455,10.962
"Cluster41",10.94,845.775,0.104000000000001,0.103999999999999,0.82950000000003,1.23899999999999,10.836,11.044,0.208,844.9455,847.014,2.06850000000009
"Cluster36",10.7333333333333,225.12,0.0520000000000012,0.0893333333333336,2.289,2.247,10.6813333333333,10.8226666666667,0.141333333333336,222.831,227.367,4.53600000000003
