"cluster","dt_apex_ms","rt_apex_s","dt_apex_to_min_ms","dt_apex_to_max_ms","rt_apex_to_min_s","rt_apex_to_max_s","dt_min_ms","dt_max_ms","dt_length_ms","rt_min_s","rt_max_s","rt_length_s"
"Cluster277",12.1333333333333,1038.03,0.0533333333333346,0.0533333333333328,0.588000000000102,2.24699999999996,12.08,12.1866666666667,0.106666666666667,1037.442,1040.277,2.83500000000026
"Cluster16",8.98666666666667,569.31,0.0533333333333328,0.0533333333333346,2.10000000000002,3.57000000000005,8.93333333333333,9.04,0.106666666666667,567.21,572.88,5.67000000000007
"Cluster114",10.04,1214.85,0.0666666666666664,0.0533333333333328,10.5,7.09800000000014,9.97333333333333,10.0933333333333,0.119999999999999,1204.35,1221.948,17.5980000000002
"Cluster304",13.24,336.42,0.0533333333333343,0.0533333333333346,6.93000000000001,4.49400000000001,13.1866666666667,13.2933333333333,0.106666666666669,329.49,340.914,11.424
"Cluster182",10.7466666666667,269.64,0.0533333333333346,0.0533333333333328,3.822,3.73800000000001,10.6933333333333,10.8,0.106666666666667,265.818,273.378,7.56
"Cluster58",9.48,644.7,0.048666666666666,0.0486666666666666,4.40999999999997,3.7065,9.43133333333333,9.52866666666667,0.0973333333333315,640.29,648.4065,8.11649999999997
"Cluster56",9.46666666666667,518.07,0.0399999999999991,0.0533333333333346,5.922,3.86399999999996,9.42666666666667,9.52,0.0933333333333337,512.148,521.934,9.78599999999994
"Cluster1",8.61333333333333,145.95,0.0519999999999994,0.0519999999999996,1.911,13.503,8.56133333333333,8.66533333333333,0.103999999999999,144.039,159.453,15.414
"Cluster173",10.66,554.82,0.078,0.0533333333333328,2.90849999999995,4.5885,10.582,10.7133333333333,0.131333333333332,551.9115,559.4085,7.49699999999996
"Cluster318",13.8133333333333,706.23,0.0666666666666664,0.0666666666666664,1.93200000000006,2.51999999999998,13.7466666666667,13.88,0.133333333333333,704.298,708.75,4.452
"Cluster15",8.98666666666667,530.67,0.0533333333333328,0.0533333333333346,3.08699999999997,2.45700000000004,8.93333333333333,9.04,0.106666666666667,527.583,533.127,5.54399999999998
"Cluster166",10.5866666666667,547.47,0.0533333333333346,0.0533333333333328,4.83000000000004,5.2185,10.5333333333333,10.64,0.106666666666667,542.64,552.6885,10.0485
"Cluster175",10.6666666666667,688.17,0.0533333333333346,0.0533333333333328,4.28400000000001,4.91400000000001,10.6133333333333,10.72,0.106666666666667,683.886,693.084,9.19799999999998
"Cluster51",9.42666666666667,263.55,0.0533333333333346,0.0533333333333328,6.30000000000001,5.75400000000001,9.37333333333333,9.48,0.106666666666667,257.25,269.304,12.054
"Cluster189",10.8,205.59,0.0533333333333328,0.0533333333333328,8.19,4.2,10.7466666666667,10.8533333333333,0.106666666666666,197.4,209.79,12.39
"Cluster55",9.42666666666667,1147.755,0.0533333333333346,0.0399999999999991,8.08499999999987,9.03000000000003,9.37333333333333,9.46666666666667,0.0933333333333337,1139.67,1156.785,17.1149999999998
"Cluster140",10.2733333333333,246.435,0.0526666666666679,0.0526666666666661,8.22150000000001,1.407,10.2206666666667,10.326,0.105333333333332,238.2135,247.842,9.62850000000003
"Cluster181",10.7466666666667,268.17,0.0400000000000009,0.0533333333333328,1.82699999999999,1.17599999999999,10.7066666666667,10.8,0.0933333333333337,266.343,269.346,3.00299999999999
"Cluster18",8.98666666666667,637.35,0.0533333333333328,0.0533333333333346,4.48349999999998,6.65699999999998,8.93333333333333,9.04,0.106666666666667,632.8665,644.007,11.1404999999999
"Cluster43",9.29333333333333,476.49,0.0533333333333346,0.0533333333333328,4.16849999999999,3.78000000000003,9.24,9.34666666666667,0.106666666666667,472.3215,480.27,7.94850000000002
"Cluster151",10.3733333333333,839.37,0.0533333333333346,0.0533333333333346,8.96699999999996,7.31850000000002,10.32,10.4266666666667,0.106666666666669,830.403,846.6885,16.2855
"Cluster274",12.12,890.4,0.0533333333333339,0.0613333333333329,8.19,3.40199999999995,12.0666666666667,12.1813333333333,0.114666666666668,882.21,893.802,11.592
"Cluster177",10.6933333333333,227.22,0.129333333333333,0.0526666666666679,1.79550000000001,6.77249999999998,10.564,10.746,0.182,225.4245,233.9925,8.56799999999998
"Cluster8",8.98666666666667,208.11,0.0533333333333328,0.0533333333333346,8.34750000000001,7.91699999999999,8.93333333333333,9.04,0.106666666666667,199.7625,216.027,16.2645
"Cluster31",9.13333333333333,679.035,0.0400000000000009,0.0399999999999991,2.30999999999997,5.61750000000006,9.09333333333333,9.17333333333333,0.0800000000000001,676.725,684.6525,7.92750000000001
"Cluster67",9.64666666666667,297.99,0.0533333333333328,0.0533333333333328,6.73050000000003,5.67000000000002,9.59333333333334,9.7,0.106666666666666,291.2595,303.66,12.4005
"Cluster20",8.98666666666667,708.015,0.0533333333333328,0.0400000000000009,2.75100000000002,3.11850000000001,8.93333333333333,9.02666666666667,0.0933333333333337,705.264,711.1335,5.86950000000002
"Cluster221",11.0866666666667,572.67,0.0659999999999997,0.0659999999999997,4.91400000000008,3.29699999999991,11.0206666666667,11.1526666666667,0.131999999999998,567.756,575.967,8.21100000000001
"Cluster217",11.0533333333333,568.68,0.0613333333333337,0.0666666666666664,3.27600000000004,3.024,10.992,11.12,0.128,565.404,571.704,6.30000000000007
"Cluster290",12.68,1631.28,0.0533333333333343,0.0666666666666664,1.05000000000015,1.94250000000011,12.6266666666667,12.7466666666667,0.120000000000001,1630.23,1633.2225,2.99250000000029
"Cluster46",9.33333333333333,900.9,0.0533333333333328,0.0533333333333328,10.3215,5.03999999999996,9.28,9.38666666666667,0.106666666666666,890.5785,905.94,15.3615
"Cluster78",9.77333333333333,849.975,0.0533333333333328,0.0533333333333346,4.50450000000006,6.39449999999995,9.72,9.82666666666667,0.106666666666667,845.4705,856.3695,10.899
"Cluster133",10.1333333333333,861.63,0.0533333333333346,0.0533333333333346,7.76999999999998,5.859,10.08,10.1866666666667,0.106666666666669,853.86,867.489,13.629
"Cluster2",8.73333333333333,193.41,0.0533333333333346,0.0533333333333328,8.36849999999998,7.5285,8.68,8.78666666666667,0.106666666666667,185.0415,200.9385,15.897
"Cluster353",14.9733333333333,338.415,0.0666666666666664,0.0659999999999997,1.60650000000001,2.10000000000002,14.9066666666667,15.0393333333333,0.132666666666665,336.8085,340.515,3.70650000000001
"Cluster223",11.12,437.325,0.0533333333333328,0.0533333333333328,4.67249999999997,6.1425,11.0666666666667,11.1733333333333,0.106666666666666,432.6525,443.4675,10.8149999999999
"Cluster229",11.16,347.55,0.0733333333333333,0.0633333333333335,4.40999999999997,3.09750000000001,11.0866666666667,11.2233333333333,0.136666666666667,343.14,350.6475,7.50749999999999
"Cluster195",10.9466666666667,816.06,0.0653333333333331,0.101333333333334,1.57499999999995,10.773,10.8813333333333,11.048,0.166666666666668,814.485,826.833,12.348
"Cluster59",9.50666666666667,421.05,0.133333333333335,0.0399999999999991,4.53600000000001,5.12400000000002,9.37333333333333,9.54666666666667,0.173333333333334,416.514,426.174,9.66000000000003
"Cluster4",8.81333333333333,382.41,0.0533333333333346,0.0519999999999994,3.528,10.269,8.76,8.86533333333333,0.105333333333334,378.882,392.679,13.797
"Cluster26",9,850.185,0.0533333333333328,0.0533333333333346,4.66199999999997,3.37049999999998,8.94666666666667,9.05333333333333,0.106666666666667,845.523,853.5555,8.03249999999991
"Cluster207",11.0266666666667,266.28,0.0486666666666666,0.0533333333333328,5.85900000000001,9.01950000000001,10.978,11.08,0.101999999999999,260.421,275.2995,14.8785
"Cluster298",13.0466666666667,522.69,0.0646666666666667,0.0533333333333328,2.27849999999996,3.05549999999999,12.982,13.1,0.118,520.4115,525.7455,5.33399999999995
"Cluster212",11.04,911.19,0.0400000000000009,0.0653333333333331,4.83000000000004,5.41799999999996,11,11.1053333333333,0.105333333333334,906.36,916.608,10.248
"Cluster239",11.3866666666667,281.085,0.0533333333333328,0.0400000000000009,5.88000000000001,4.72500000000004,11.3333333333333,11.4266666666667,0.0933333333333337,275.205,285.81,10.605
"Cluster121",10.0533333333333,1306.41,0.181333333333335,0.0533333333333328,7.43400000000001,4.07400000000007,9.872,10.1066666666667,0.234666666666667,1298.976,1310.484,11.508
"Cluster337",14.3866666666667,467.46,0.0666666666666664,0.0666666666666682,2.94,4.19999999999999,14.32,14.4533333333333,0.133333333333335,464.52,471.66,7.13999999999999
"Cluster132",10.1333333333333,500.22,0.16,0.0533333333333328,3.25500000000002,3.99000000000001,9.97333333333333,10.1866666666667,0.213333333333333,496.965,504.21,7.24500000000006
"Cluster323",13.9866666666667,870.45,0.0633333333333331,0.142666666666666,4.452,1.03949999999995,13.9233333333333,14.1293333333333,0.206,865.998,871.4895,5.49149999999997
"Cluster84",9.78666666666667,641.13,0.0733333333333333,0.0666666666666664,1.36500000000001,1.995,9.71333333333333,9.85333333333333,0.139999999999999,639.765,643.125,3.36000000000001
"Cluster203",11,299.88,0.0533333333333328,0.0533333333333346,7.98000000000002,3.8745,10.9466666666667,11.0533333333333,0.106666666666667,291.9,303.7545,11.8545
"Cluster286",12.6,444.15,0.0506666666666664,0.0666666666666664,6.258,3.82199999999999,12.5493333333333,12.6666666666667,0.117333333333333,437.892,447.972,10.08
"Cluster317",13.8133333333333,660.45,0.0933333333333337,0.0933333333333337,9.56550000000007,9.03000000000007,13.72,13.9066666666667,0.186666666666667,650.8845,669.48,18.5955000000001
"Cluster284",12.5066666666667,368.34,0.0606666666666671,0.0606666666666663,5.66999999999999,3.68549999999998,12.446,12.5673333333333,0.121333333333332,362.67,372.0255,9.35550000000001
"Cluster17",8.98666666666667,612.045,0.0533333333333328,0.0533333333333346,3.44399999999999,3.65400000000002,8.93333333333333,9.04,0.106666666666667,608.601,615.699,7.09799999999996
"Cluster219",11.0666666666667,569.625,0.0666666666666664,0.0666666666666664,5.19749999999996,3.93750000000003,11,11.1333333333333,0.133333333333333,564.4275,573.5625,9.13499999999999
"Cluster147",10.3333333333333,627.48,0.0533333333333328,0.0533333333333346,4.52550000000001,4.16850000000004,10.28,10.3866666666667,0.106666666666667,622.9545,631.6485,8.69399999999996
"Cluster263",12.1133333333333,336.63,0.0666666666666664,0.0666666666666664,6.51000000000005,4.58849999999995,12.0466666666667,12.18,0.133333333333333,330.12,341.2185,11.0985
"Cluster296",12.9333333333333,347.445,0.0666666666666664,0.0766666666666667,2.31,4.98749999999997,12.8666666666667,13.01,0.143333333333333,345.135,352.4325,7.29749999999996
"Cluster320",13.9066666666667,467.67,0.0666666666666667,0.0666666666666664,2.09999999999997,2.10000000000002,13.84,13.9733333333333,0.133333333333333,465.57,469.77,4.19999999999999
"Cluster338",14.4133333333333,751.8,0.0800000000000001,0.0666666666666664,4.40999999999997,4.62,14.3333333333333,14.48,0.146666666666667,747.39,756.42,9.02999999999997
"Cluster48",9.36,602.175,0.0533333333333346,0.0533333333333328,5.98499999999993,6.66749999999993,9.30666666666667,9.41333333333333,0.106666666666667,596.19,608.8425,12.6524999999998
"Cluster240",11.3866666666667,347.97,0.0533333333333328,0.0666666666666682,2.72999999999999,6.61500000000001,11.3333333333333,11.4533333333333,0.120000000000001,345.24,354.585,9.34499999999997
"Cluster261",12.1066666666667,456.54,0.053333333333334,0.0666666666666664,5.83799999999997,3.48600000000001,12.0533333333333,12.1733333333333,0.120000000000001,450.702,460.026,9.32399999999996
"Cluster126",10.0933333333333,155.61,0.0533333333333328,0.0580000000000007,2.5935,5.70150000000002,10.04,10.1513333333333,0.111333333333333,153.0165,161.3115,8.29500000000002
"Cluster246",11.5733333333333,626.43,0.0533333333333346,0.0533333333333328,5.04000000000008,4.37849999999998,11.52,11.6266666666667,0.106666666666667,621.39,630.8085,9.41850000000011
"Cluster251",11.64,722.4,0.0533333333333328,0.0533333333333346,6.69900000000002,4.599,11.5866666666667,11.6933333333333,0.106666666666667,715.701,726.999,11.2980000000001
"Cluster301",13.1333333333333,390.18,0.0933333333333337,0.0800000000000001,8.19,6.89850000000001,13.04,13.2133333333333,0.173333333333334,381.99,397.0785,15.0885
"Cluster344",14.7866666666667,346.92,0.0773333333333333,0.0800000000000001,2.05799999999997,5.88000000000001,14.7093333333333,14.8666666666667,0.157333333333334,344.862,352.8,7.93799999999999
"Cluster143",10.28,262.71,0.0533333333333346,0.0533333333333328,7.39200000000003,4.662,10.2266666666667,10.3333333333333,0.106666666666667,255.318,267.372,12.054
"Cluster354",14.9866666666667,662.55,0.0880000000000002,0.0800000000000001,6.42599999999993,4.62000000000005,14.8986666666667,15.0666666666667,0.168000000000001,656.124,667.17,11.0459999999999
"Cluster27",9,999.18,0.0533333333333328,0.0400000000000009,1.64850000000006,2.39400000000007,8.94666666666667,9.04,0.0933333333333337,997.5315,1001.574,4.04250000000013
"Cluster234",11.24,397.845,0.0533333333333328,0.0526666666666679,3.88500000000001,4.22099999999997,11.1866666666667,11.2926666666667,0.106,393.96,402.066,8.10599999999994
"Cluster86",9.8,133.035,0.0533333333333341,0.0399999999999991,2.57250000000001,6.72,9.74666666666667,9.84,0.0933333333333337,130.4625,139.755,9.29250000000002
"Cluster139",10.2266666666667,690.9,0.0533333333333346,0.0533333333333346,5.67000000000007,4.20000000000005,10.1733333333333,10.28,0.106666666666669,685.23,695.1,9.87000000000012
"Cluster191",10.92,752.01,0.0533333333333343,0.0533333333333346,7.33949999999996,6.72000000000001,10.8666666666667,10.9733333333333,0.106666666666669,744.6705,758.73,14.0595
"Cluster201",10.9733333333333,427.35,0.0533333333333346,0.0533333333333328,4.82999999999998,4.17899999999999,10.92,11.0266666666667,0.106666666666667,422.52,431.529,9.00899999999996
"Cluster248",11.6,932.4,0.0533333333333346,0.0533333333333333,6.573,5.25,11.5466666666667,11.6533333333333,0.106666666666667,925.827,937.65,11.823
"Cluster227",11.1466666666667,1026.06,0.0533333333333345,0.0526666666666662,1.61700000000005,5.31300000000003,11.0933333333333,11.1993333333333,0.106000000000002,1024.443,1031.373,6.93000000000006
"Cluster259",12.1066666666667,374.22,0.0533333333333328,0.0533333333333328,2.41499999999999,7.35000000000002,12.0533333333333,12.16,0.106666666666666,371.805,381.57,9.76500000000004
"Cluster319",13.8266666666667,751.59,0.0666666666666682,0.0666666666666664,6.71999999999995,4.38900000000001,13.76,13.8933333333333,0.133333333333335,744.87,755.979,11.1089999999999
"Cluster335",14.2733333333333,691.005,0.0666666666666664,0.0666666666666664,5.33399999999993,2.69850000000001,14.2066666666667,14.34,0.133333333333333,685.671,693.7035,8.03249999999991
"Cluster7",8.92,322.77,0.0533333333333328,0.0806666666666667,5.2605,7.56,8.86666666666667,9.00066666666667,0.134,317.5095,330.33,12.8205
"Cluster77",9.77333333333333,791.49,0.0533333333333328,0.0533333333333346,7.52849999999994,4.16850000000004,9.72,9.82666666666667,0.106666666666667,783.9615,795.6585,11.6969999999999
"Cluster87",9.8,250.95,0.0533333333333328,0.0533333333333328,12.747,8.73600000000002,9.74666666666667,9.85333333333333,0.106666666666666,238.203,259.686,21.4830000000001
"Cluster64",9.62666666666667,872.97,0.0533333333333328,0.0533333333333346,8.36849999999999,8.36850000000007,9.57333333333333,9.68,0.106666666666667,864.6015,881.3385,16.7370000000001
"Cluster184",10.7466666666667,651.42,0.0533333333333346,0.0533333333333328,6.09000000000003,4.40999999999997,10.6933333333333,10.8,0.106666666666667,645.33,655.83,10.5
"Cluster308",13.4133333333333,337.05,0.0533333333333328,0.0666666666666664,7.13999999999999,3.78000000000003,13.36,13.48,0.119999999999999,329.91,340.83,10.92
"Cluster326",14.0666666666667,336.63,0.0800000000000001,0.0933333333333337,6.30000000000001,5.45999999999998,13.9866666666667,14.16,0.173333333333334,330.33,342.09,11.76
"Cluster332",14.1733333333333,490.14,0.0666666666666664,0.0666666666666682,3.56999999999999,2.51999999999998,14.1066666666667,14.24,0.133333333333335,486.57,492.66,6.08999999999997
"Cluster23",9,311.85,0.0533333333333328,0.0400000000000009,6.48899999999999,5.04000000000002,8.94666666666667,9.04,0.0933333333333337,305.361,316.89,11.529
"Cluster362",16.0133333333333,972.51,0.0666666666666682,0.0853333333333335,5.691,5.04000000000003,15.9466666666667,16.0986666666667,0.152000000000003,966.819,977.55,10.7310000000001
